t_sec,joint1_pos,joint2_pos,joint3_pos,joint4_pos,joint5_pos,joint6_pos
-0.060882,0.0,0.4609725414040919,-0.4568958860204686,0.0,0.5214711557708507,0.0
-0.051,0.0,0.4614638312176754,-0.4570482386622083,0.0,0.5215903344906423,0.0
-0.041026,0.0,0.46195709898630394,-0.45720234960409095,0.0,0.5217099778610371,0.0
-0.031036,0.0,0.46244968619344184,-0.45735740296850624,0.0,0.5218294417501953,0.0
-0.021018,0.0,0.46294137599762974,-0.4575133353123294,0.0,0.5219486744037793,0.0
-0.011013,0.0,0.46343133582773083,-0.4576698837657305,0.0,0.5220674748049519,0.0
-0.001042,0.0,0.46391825682819743,-0.457826623675482,0.0,0.5221855265495073,0.0
0.008968,0.0,0.4644059738148069,-0.45798479210672777,0.0,0.5223037602283974,0.0
0.019109,0.0,0.4648968949966762,-0.4581451954999147,0.0,0.5224227603055018,0.0
0.028998,0.0,0.46537732229280104,-0.45830334250684523,0.0,0.5225392073537886,0.0
0.038971,0.0,0.4658588142766856,-0.458463014470468,0.0,0.5226559040208572,0.0
0.048989,0.0,0.46634112525503674,-0.45862414790569694,0.0,0.5227727915007865,0.0
0.059039,0.0,0.46682337657876877,-0.45878646340686585,0.0,0.5228896576398674,0.0
0.068983,0.0,0.4672996181751393,-0.45894794700010977,0.0,0.5230050614570687,0.0
0.079002,0.0,0.46777741222221153,-0.4591111576188649,0.0,0.5231208363236745,0.0
0.088956,0.0,0.4682510071058009,-0.45927413208215484,0.0,0.5232355894048348,0.0
0.098974,0.0,0.4687252341540535,-0.45943853108949617,0.0,0.5233504922024753,0.0
0.108925,0.0,0.469196734463624,-0.45960319397436955,0.0,0.5234647317086301,0.0
0.118962,0.0,0.4696699261701691,-0.45976967170298344,0.0,0.5235793792277854,0.0
0.129021,0.0,0.47014251746373287,-0.4599371744271094,0.0,0.5236938803216838,0.0
0.138971,0.0,0.4706085359989288,-0.4601035694799558,0.0,0.5238067888430109,0.0
0.149014,0.0,0.47107578405534534,-0.46027163403510285,0.0,0.5239199959948788,0.0
0.159146,0.0,0.47154658607149946,-0.46044223581656213,0.0,0.5240340658273621,0.0
0.168911,0.0,0.4720022594079427,-0.4606085712077826,0.0,0.5241444725276251,0.0
0.178957,0.0,0.4724665548064315,-0.46077929658995376,0.0,0.5242569715489375,0.0
0.18896,0.0,0.4729277194836901,-0.46095012524329,0.0,0.5243687161037753,0.0
0.198927,0.0,0.4733857974116861,-0.4611210610946713,0.0,0.5244797176285411,0.0
0.208991,0.0,0.47384640849481285,-0.4612942122105897,0.0,0.5245913388114191,0.0
0.218919,0.0,0.47429992504847485,-0.4614659537475624,0.0,0.5247012473350284,0.0
0.228974,0.0,0.47475715320738887,-0.4616403772617463,0.0,0.5248120628546205,0.0
0.238929,0.0,0.4752084346381459,-0.46181380240071396,0.0,0.5249214453720313,0.0
0.248966,0.0,0.4756621419093925,-0.4619894455862636,0.0,0.5250314250540381,0.0
0.258965,0.0,0.4761127008111983,-0.46216515967137617,0.0,0.5251406515849439,0.0
0.26897,0.0,0.476560730386828,-0.4623411757211396,0.0,0.5252492757575676,0.0
0.278948,0.0,0.4770079183658502,-0.4625181563667918,0.0,0.5253577075548639,0.0
0.288947,0.0,0.4774530143081749,-0.46269560823139716,0.0,0.5254656445844215,0.0
0.299008,0.0,0.47789974927313517,-0.46287503139724684,0.0,0.5255739925608408,0.0
0.30899,0.0,0.47834167368174374,-0.4630538361156545,0.0,0.5256811880462766,0.0
0.319004,0.0,0.4787831913299907,-0.4632337957463009,0.0,0.525788299946446,0.0
0.3289,0.0,0.47921843228319705,-0.46341250257097366,0.0,0.5258939048162133,0.0
0.339054,0.0,0.47966266486624176,-0.46359625326890425,0.0,0.5260017084196031,0.0
0.348915,0.0,0.4800927292083359,-0.463775459578947,0.0,0.526106091120178,0.0
0.358971,0.0,0.4805297796552114,-0.46395891890674346,0.0,0.5262121879223043,0.0
0.36902,0.0,0.48096489242668117,-0.4641429243070555,0.0,0.5263178338350689,0.0
0.378977,0.0,0.48139469355129305,-0.46432603084641266,0.0,0.5264222101612083,0.0
0.389106,0.0,0.4818300224687633,-0.4645128736705599,0.0,0.5265279502751804,0.0
0.398943,0.0,0.4822509548241116,-0.46469487514831676,0.0,0.5266302149503715,0.0
0.408968,0.0,0.48267845840366563,-0.4648810801308401,0.0,0.5267340986831343,0.0
0.418938,0.0,0.4831020929570265,-0.46506697039911904,0.0,0.5268370657149947,0.0
0.429039,0.0,0.48352982732208133,-0.4652560606786505,0.0,0.5269410539948085,0.0
0.438894,0.0,0.48394564349103386,-0.4654412481937725,0.0,0.527042169670589,0.0
0.448921,0.0,0.48436673538258657,-0.46563017461027517,0.0,0.5271445943104607,0.0
0.458889,0.0,0.4847839465334962,-0.46581875572832565,0.0,0.5272461019187092,0.0
0.468982,0.0,0.4852045254172558,-0.4660102829286976,0.0,0.5273484570908616,0.0
0.478941,0.0,0.4856171695693513,-0.4661996035871611,0.0,0.527448909797112,0.0
0.489015,0.0,0.48603361672782797,-0.46639209978855056,0.0,0.527550318108694,0.0
0.49894,0.0,0.4864426407599952,-0.4665825816579531,0.0,0.5276499490764597,0.0
0.509017,0.0,0.4868561369529017,-0.4667765918405974,0.0,0.5277507009791257,0.0
0.518933,0.0,0.48726090155586466,-0.4669679311320739,0.0,0.5278493572337776,0.0
0.528958,0.0,0.48766851161881664,-0.4671620596932104,0.0,0.5279487400383726,0.0
