t_sec,world_pos_err_m,world_orient_err_rad,base_pos_err_m,base_orient_err_rad
0.111375,0.001358540216149801,0.002681403328533666,0.0013943948490252771,0.0026925623488505642
0.112465,0.001347985929917877,0.0026903789135867186,0.0014006654342106763,0.002961347792930087
0.11357,0.001349525011948663,0.0026894638742366245,0.0013876405205404986,0.0027249130769949103
0.115283,0.0013523044802649586,0.00268754109567808,0.0013886016810536503,0.002697152061195521
0.116943,0.0013552588049860275,0.0026859355038813468,0.0013912230919848907,0.0026945990659654143
0.11854,0.0013582299850837826,0.0026847466586808638,0.0013940581700170747,0.0026953836975093077
0.120217,0.0013611805139829315,0.002683941500638285,0.001396915232206452,0.0026968314605775837
0.122455,0.0013498679159950524,0.0026920548728018075,0.0014022175061155144,0.0029652268900047895
0.124074,0.0013513274122707371,0.0026912707945792934,0.0013892677214064756,0.002728357638533132
0.126297,0.0013540904923846132,0.0026895616538242994,0.0013902452950485345,0.0027006991889758866
0.127951,0.001357022425080698,0.002688150491488964,0.0013928598261941478,0.00269828615739005
0.129546,0.0013599594283058819,0.002687127757066072,0.001395672475813332,0.0026991886955815233
0.131161,0.001349145631686718,0.002695373424363329,0.00140152174032624,0.002966259845268831
0.13344,0.0013506170822771817,0.002694408870097147,0.0013885521107417154,0.002730610726062999
0.135024,0.0013533459338959438,0.0026925035583305,0.0013894838197565846,0.0027029448470786903
0.136723,0.0013562440244117829,0.002690907966290853,0.001392055001343436,0.00270039200617104
0.138906,0.0013591519714531283,0.002689714337970475,0.0013948301684170075,0.002701150980837268
0.140625,0.001348828569233506,0.0026978365375042133,0.0014009394598719917,0.002963525617002001
0.142218,0.001350303575969086,0.0026967282228533957,0.0013881758915183524,0.0027320266085703706
0.144415,0.0013529934438334295,0.002694698775905819,0.0013890873374694942,0.0027047557392652632
0.146071,0.0013558504163238502,0.002692987658486991,0.0013916149367889815,0.002702160957873118
0.148314,0.0013587194641107383,0.0026916851429390383,0.0013943466378686345,0.002702831065767043
0.150041,0.0013615640285721186,0.0026907577811441366,0.001397095608038719,0.0027041476605519916
0.151704,0.001350394037153079,0.002697945177152921,0.0014020915454087612,0.002965821960582019
0.153965,0.0013517746093753165,0.002696997922243532,0.0013894346098712975,0.002734112516532118
0.156033,0.0013544405790580304,0.0026952202775521504,0.0013903624542951091,0.0027069980887270543
0.157101,0.0013572672793299861,0.002693738836334593,0.0013928780709323168,0.00270457319899552
0.15924,0.0013600932864943774,0.0026926338626580416,0.0013955804626904712,0.0027053848520190785
0.161205,0.0013492173629678205,0.002699973792766923,0.0014010548759820617,0.0029680200683226423
0.163168,0.0013505924134812116,0.0026988739273514145,0.0013882410687657166,0.002735445695771673
0.16421,0.0013532223942261186,0.0026969198505490204,0.0013891090120817223,0.0027080915561214594
0.166485,0.0013560146868443674,0.0026952711223823715,0.0013915801512405486,0.002705511390941708
0.168197,0.0013588106443341956,0.0026940105965285073,0.0013942447628411516,0.002706188526090675
0.169872,0.0013615745606463442,0.0026931056660355036,0.0013969177948600627,0.0027074940950990462
0.171738,0.0013504095078099223,0.002699267081727627,0.0014012419387370875,0.0029603421419119725
0.173759,0.0013517333369707713,0.0026982866495795206,0.0013890903498772133,0.002735709811803663
0.175679,0.0013543412812614371,0.002696590309298021,0.0013900343686910378,0.002709481178872343
0.177361,0.0013570997195729432,0.0026951810042945604,0.001392497275784851,0.002707190827987811
0.179994,0.0013598481480840644,0.0026941267089241605,0.0013951294546025448,0.0027080261190799777
0.180939,0.001348777298993927,0.0027004823684988973,0.001399908050780328,0.0029646228281579746
0.182715,0.0013500840031535736,0.0026993669030940426,0.0013874353971070413,0.002736591695059967
0.184471,0.0013526598934187376,0.002697500314303104,0.0013883068329554851,0.00270982731006414
0.186549,0.0013553892879936906,0.002695928131734305,0.001390729002852088,0.00270734937792093
0.188455,0.0013581127798863216,0.0026947220723262887,0.0013933286118371945,0.0027080490681235764
0.190533,0.0013607959986798202,0.002693850168564866,0.0013959265236387682,0.002709348940933761
0.192334,0.001349171381723117,0.0026993187141169947,0.0013997628808351263,0.0029628325137370007
0.194112,0.00135039960694303,0.0026983040857715165,0.0013875222312313455,0.002736834471000142
0.195882,0.0013529436508171679,0.0026966291614460686,0.0013884111456840716,0.0027104422455259142
0.197705,0.0013556348663772801,0.0026952316235880854,0.0013908117659706017,0.0027081151602041708
0.199384,0.0013583098447484453,0.002694173316538477,0.0013933740357067435,0.0027089141237626453
0.201225,0.0013471830661907725,0.002699688805441267,0.0013976526766565607,0.0029597023538480787
0.203056,0.0013484302803983947,0.00269851940946768,0.001385486574965233,0.0027361246051680384
0.205424,0.0013509479403861528,0.0026966858276833367,0.0013863494971485643,0.0027098966169052034
0.206668,0.0013536113069588455,0.0026951391116893215,0.0013887161307978844,0.002707476192888129
0.208736,0.0013562614075218436,0.002693941615421354,0.0013912472227907,0.0027081596729796684
0.210494,0.001358865001354641,0.002693061772484898,0.0013937688950060219,0.0027094201533611213
0.212042,0.0013470383197752317,0.0026978038473903895,0.0013971708983948187,0.0029601921815771317
0.21419,0.001348189425845709,0.0026967289046332895,0.001385037849234593,0.002735884008756303
0.215817,0.0013506677783632166,0.002695060778777276,0.0013858891926918698,0.0027096787062701453
0.217404,0.0013532882205938796,0.002693662843280586,0.0013882257409877957,0.0027073469235811146
0.219542,0.0013558865939990372,0.002692589667533529,0.0013907147301508824,0.002708104462718559
0.221546,0.0013446893166359044,0.0026973403095770037,0.0013945511901934614,0.002954025378640554
0.223289,0.0013458716832931339,0.0026961091914230943,0.0013826258113133815,0.0027340984406285995
0.225225,0.0013483257287341054,0.002694290159312057,0.0013834671357188385,0.002708296280492221
0.226927,0.0013509187548231894,0.0026927510229579252,0.0013857722066445378,0.002705905742496263
0.228916,0.001353492167751062,0.002691545910430479,0.0013882305805128844,0.002706557087094188
0.230698,0.0013560137170412056,0.0026906436335531235,0.001390672881917032,0.002707765189606817
0.232442,0.0013440943290637809,0.002694650393124791,0.0013936526075430835,0.002954287061481929
0.234178,0.001345173759266202,0.002693506927561045,0.0013817176142216232,0.0027330797687207765
0.235941,0.0013475829972535902,0.002691841704204949,0.0013825373516005834,0.002707224526802948
0.23765,0.0013501285058565523,0.0026904401539358707,0.0013848067122881,0.0027049037305537206
0.24017,0.0013526463382758569,0.002689349144497472,0.0013872185684838036,0.002705618082072668
0.241411,0.001341323237122737,0.002693394929502584,0.0013906464074760776,0.002947940821958941
0.243243,0.001342432399364571,0.0026920989544372744,0.0013788777037749215,0.002730544266895261
0.244878,0.0013448180090258964,0.002690281619155514,0.0013796835912317487,0.002705023952131097
0.247154,0.0013473371033561816,0.0026887373596241847,0.0013819219060726454,0.0027026355281354808
0.248788,0.001349831047720952,0.002687513102917125,0.0013843041201124246,0.002703242156227108
0.250404,0.0013387129187079694,0.002691606006520212,0.0013880474048400535,0.002945841802776618
0.252616,0.0013398072704121492,0.002690191725475021,0.0013761741226136202,0.002728169354296811
0.254463,0.0013421557113330645,0.0026882449234821486,0.0013769287706491596,0.0027025152636246746
0.256135,0.0013446382881388528,0.0026865773725056326,0.0013791240241729924,0.0027000161863106353
0.257729,0.0013470984667556536,0.0026852371906239,0.0013814672350716505,0.002700521476046424
0.259847,0.001349504622799856,0.0026841930248744875,0.0013837916959638578,0.002701573032343201
0.261921,0.0013378155279865733,0.0026874242198783663,0.0013865566657911368,0.0029410510702409867
0.263592,0.0013388111029655658,0.0026861093050329957,0.0013749118806130943,0.0027254303917247113
0.265237,0.0013411075911838293,0.002684348812152104,0.0013756657190511108,0.0027001411741610424
0.267249,0.0013435330938128681,0.00268285012507448,0.0013778206593106667,0.00269778192655202
0.268663,0.0013459271151315634,0.0026816519239434996,0.0013801088358677599,0.002698375384879432
0.270686,0.001334644692680818,0.0026849063144484845,0.0013832327530202855,0.002935467104519584
0.272773,0.001335651337195481,0.0026834617175371905,0.0013716459408549297,0.0027219692399078903
0.274425,0.0013379207301454212,0.002681568912526733,0.0013723736605927234,0.002696828954525622
0.276081,0.0013403175354515786,0.002679945130626508,0.0013744951487082888,0.0026943916708495374
0.278076,0.0013426850185513362,0.0026786293827525836,0.001376751806648842,0.0026948864332181563
0.280372,0.0013449926841382117,0.0026775909604439463,0.0013789822651424906,0.002695902845915914
0.281863,0.0013331216563457842,0.002680050128753554,0.0013812081056359903,0.0029311097186787414
0.28362,0.0013340274982439225,0.002678687699309135,0.0013697649752665354,0.002718570854030724
0.285919,0.0013362436399549614,0.0026769536866129494,0.0013704799826802692,0.0026936429301878534
0.287266,0.0013385833767557752,0.002675472562262234,0.0013725586785567757,0.0026913062957403915
0.289323,0.0013408858282548356,0.0026742750162091185,0.001374760055018777,0.0026918660383656607
0.291197,0.0013294350236391706,0.002676787486111663,0.0013773865808955042,0.002924937953241265
0.293236,0.0013303577194302342,0.0026752920756114348,0.0013659841243811124,0.002714319725735669
0.295166,0.0013325511998215076,0.0026734186715661103,0.0013666745616139689,0.0026895119017448406
0.296999,0.001334866623092575,0.0026718057101121602,0.0013687235889408048,0.0026870894622101865
0.298731,0.001337146965458247,0.002670484610847583,0.0013708975857543097,0.0026875459429869
0.300503,0.0013393626350345312,0.0026694252066522665,0.0013730392301611219,0.0026885044725844763
0.302416,0.0013273017465342764,0.00267121043717246,0.0013748479808542873,0.0029209879772249623
0.30439,0.0013281199527095137,0.002669778948252174,0.0013634990694931053,0.0027101840271055006
0.305585,0.0013302575991085855,0.00266803578839002,0.0013641632245159374,0.002685430284216404
0.307739,0.0013325148225482597,0.0026665385397614616,0.0013661657510449703,0.0026830693593018775
0.309513,0.0013347302321218642,0.002665311410148474,0.0013682831365167312,0.002683568577216977
0.311131,0.0013231976068110666,0.00266715436852049,0.001370517944670628,0.0029125208811505363
0.312934,0.0013240439779928178,0.0026655872730934403,0.0013592938779935899,0.0027049374768013546
0.314543,0.0013261614474259114,0.0026637048495656433,0.001359943956200636,0.002680458632969638
0.316785,0.0013283956961333584,0.0026620762061050013,0.0013619191529435895,0.002678031147144532
0.318326,0.0013305901313446803,0.0026607260028507,0.0013640104769229236,0.0026784300629304936
0.320607,0.0013327159768474056,0.0026596244729426674,0.0013660644246038262,0.0026793137755521425
0.322256,0.0013206525997300892,0.002660740833262508,0.0013674923334945938,0.0029066098099278935
0.324136,0.001321397438025203,0.002659230255703441,0.0013563847716543211,0.0026998241208764763
0.326403,0.001323455462139596,0.002657472741786159,0.0013570113492983092,0.00267551039679404
0.327559,0.0013256274817152792,0.002655954985147674,0.0013589366011600632,0.002673152466169081
0.329249,0.0013277532451929073,0.0026546942438124797,0.0013609675072593249,0.002673590141536154
0.330924,0.0013162373633469004,0.00265584646633864,0.001362786600074947,0.002896626011717343
0.333066,0.001317012659406476,0.0026542085585440503,0.0013518525876548657,0.0026937182108487663
0.33469,0.0013190512848375033,0.0026523236812248797,0.0013524716260797979,0.0026697659436350006
0.336847,0.0013212003911286636,0.002650685587224548,0.0013543709075514573,0.0026673591624709367
0.338463,0.0013233047345536718,0.0026493116014604137,0.0013563760120974629,0.0026677048645530194
0.340659,0.0013253365139488601,0.0026481723915435895,0.0013583384618611116,0.002668514878589164
0.342477,0.0013130281298774807,0.0026486843571520264,0.0013594162908893291,0.002894688056699938
0.344222,0.0013136781041364189,0.0026470896131019794,0.0013482912489107067,0.002688212627228897
0.346174,0.0013156541399272903,0.002645296406200042,0.0013488509942223214,0.002663882553260215
0.347892,0.0013177418842787432,0.0026437372556189034,0.001350695832441527,0.00266145783854556
0.349991,0.0013197800842144733,0.002642424156491719,0.001352641053642893,0.002661812701132066
0.351639,0.0013082925411111185,0.002642963261778916,0.001354131020116973,0.002879753523973882
0.353235,0.0013089973731458284,0.002641240735994982,0.0013434249975150187,0.0026808313326326214
0.354803,0.0013109560320837487,0.002639329456640366,0.0013440037073390758,0.0026573057099023726
0.356955,0.001313019779100653,0.002637659291912372,0.0013458248436974735,0.002654891527705205
0.358699,0.0013150348106166583,0.0026362413144954827,0.0013477433579688022,0.0026551668130950007
0.36095,0.0013169741539221587,0.0026350465314815474,0.001349615022260376,0.002655889241066883
0.363102,0.0013047464259845984,0.0026349231683641746,0.0013503392952768933,0.002875900880646876
0.364189,0.0013053258318183928,0.0026332426744236064,0.0013395084393162413,0.0026743722972015853
0.36598,0.001307217665248889,0.0026314264151704255,0.0013400312333169927,0.0026505834041475524
0.368129,0.0013092153341593346,0.002629838411549751,0.0013417943574203877,0.0026481650833834044
0.36972,0.0013111595087837308,0.0026284839513839734,0.0013436486373771823,0.0026484507544938126
0.371278,0.0012993805486518693,0.0026284700217678036,0.0013448333218836694,0.0028664448264021296
0.373685,0.0012999859042070894,0.0026266590969753725,0.0013340272889194125,0.0026667931852658346
0.375611,0.001301861295937358,0.0026246998867410767,0.0013345289053572653,0.002643118439510788
0.377371,0.0013038405294546163,0.0026229765398030564,0.0013362678712062395,0.002640613033008472
0.379044,0.0013057683880518835,0.002621495699064315,0.0013381005114528452,0.0026407953201906045
0.380628,0.0012944062632762954,0.0026214759948363802,0.0013395539090776231,0.002855066607794674
0.383078,0.001295019511077566,0.0026195617661987627,0.001328890030993168,0.0026587998921818617
0.38422,0.0012968635207013081,0.002617502051692896,0.001329372586307836,0.002635447176727577
0.38646,0.0012988086425355426,0.002615682993858386,0.001331075617763026,0.002632904492056467
0.387941,0.0013007036784047482,0.0026141109642310247,0.0013328722219562506,0.002633010247044824
0.389948,0.0013025221854824842,0.0026127568312440423,0.001334620710319528,0.002633553904540014
0.391354,0.0012904315603083436,0.002612044000749537,0.0013352498058346125,0.0028490643792946514
0.3935,0.0012909124255767628,0.002610179065099314,0.001324513974085703,0.002650930071145568
0.395502,0.0012926816547754803,0.0026082264442596017,0.0013249401659908744,0.002627409470436707
0.397302,0.0012945525035815192,0.002606500814965661,0.0013265785056075859,0.002624880471879645
0.400031,0.0012963684364572213,0.002605002253862711,0.0013283033632456734,0.0026250039770046507
0.401202,0.001285015727814271,0.002604288315423056,0.0013292419766807158,0.0028323098519581766
0.402917,0.001285540214666827,0.0026023192354661267,0.0013189289116607359,0.0026416816629782846
0.404468,0.0012872873389042265,0.0026002740736532663,0.001319372135310292,0.002618977231930099
0.406649,0.0012891294377692139,0.0025984605361049767,0.0013209835778204323,0.0026164745384120234
0.408245,0.0012909168436468998,0.0025968775543798363,0.0013226776390146062,0.0026165324397963187
0.410577,0.001292624177372173,0.002595496621626727,0.001324318504009505,0.002617004667689227
0.412026,0.0012805228771246174,0.002594092919205744,0.0013244487598863218,0.0028260398265423418
0.413957,0.0012809136437241255,0.0025921637269827867,0.0013140312470398764,0.002633082676381575
0.416239,0.0012825864522295497,0.0025902144824101075,0.0013144148248580409,0.002610144910010414
0.417286,0.0012843553137152012,0.002588483749881245,0.0013159618071131795,0.00260763809346925
0.419967,0.0012860649920997272,0.0025869643713137378,0.0013175850878655495,0.002607702442956292
0.42117,0.00127440428351432,0.0025856203585026493,0.0013180904028297542,0.0028137650473288914
0.422862,0.001274820179741208,0.0025835788783695746,0.0013077620555796703,0.002623525453351251
0.424514,0.001276476647312723,0.002581511503615295,0.0013081331116806716,0.002600818551776837
0.426795,0.0012782262510133166,0.002579668340980677,0.001309657407690355,0.002598252989788639
0.428421,0.0012799178707800821,0.002578042872763843,0.0013112587204440432,0.002598229353107079
0.430833,0.001281526599318486,0.002576607094085303,0.0013128031577049313,0.002598607770621947
0.432048,0.0012692738083336502,0.002574626028958738,0.0013126016625229857,0.002805160103807466
0.433992,0.0012695717254945533,0.002572603238661573,0.0013022349534448198,0.0026137853426518847
0.435851,0.0012711564623444712,0.002570607781004296,0.0013025531417694876,0.0025909694018079
0.437883,0.001272834743830075,0.002568825496648674,0.0013040143329062534,0.002588399561157044
0.43949,0.0012744512004028083,0.002567244119089654,0.0013055464615015643,0.00258836944367904
0.44106,0.001262896507891325,0.00256533197108018,0.0013057257512318953,0.002788088532331797
0.443035,0.0012632420623064544,0.002563203800893476,0.0012956917680823283,0.0026030229250558813
0.444995,0.001264811372276448,0.0025611041236906894,0.0012960226664631882,0.0025808733336907088
0.446428,0.0012664681515829042,0.0025592224723907215,0.0012974624694770203,0.002578304888123066
0.448278,0.0012680635246692176,0.0025575465199253423,0.0012989706616626112,0.002578200482669715
0.45054,0.0012695734688939482,0.0025560486819477665,0.0013004182855105347,0.002578479449086666
0.45215,0.0012573781325017678,0.0025534907414571295,0.0012998723629942062,0.002779227680000714
0.454388,0.0012575977587613572,0.0025513785531613383,0.0012897651222705964,0.002592511766846041
0.456026,0.0012590914504635054,0.002549347569333409,0.001290036439338017,0.0025701877919290846
0.457742,0.001260673746858691,0.0025475236001477612,0.0012914096049106438,0.002567603068359033
0.459754,0.0012621910957521826,0.0025458886277578106,0.0012928456689996718,0.002567486743941608
0.461275,0.001250447223189478,0.0025434153191869124,0.001292698879161918,0.0027652986463763676
0.463233,0.0012506964325106117,0.0025411933781514105,0.001282674720689051,0.0025812962921567743
0.465137,0.0012521771409669512,0.0025390440752579555,0.0012829357243620363,0.002559203244785971
0.466912,0.0012537433301869963,0.002537107353323445,0.001284289284348614,0.0025565602623831294
0.468909,0.0012552456607927134,0.0025353661134875135,0.0012857064820019335,0.0025563566218905457
0.47036,0.001243633872263871,0.0025329062694856735,0.0012858350632389609,0.0027546537495026775
0.472448,0.0012438717179234927,0.0025305852184596004,0.001275678888050449,0.002570157084524684
0.474327,0.0012453252637163604,0.0025283284095491895,0.001275897642788446,0.002547921571485384
0.4758,0.0012468645660037604,0.002526288821490953,0.0012772191073693337,0.0025451816868549367
0.478096,0.0012483417152211122,0.002524450201790394,0.0012786073507693304,0.002544891415080188
0.479838,0.0012497329527264248,0.002522784871398314,0.001279934321686331,0.002544979097158192
0.481284,0.001237871052027322,0.0025196843714419314,0.0012792954750053469,0.002737993462906786
0.483181,0.001238007213194947,0.0025173931777918122,0.0012694690231887225,0.0025577030149951294
0.485515,0.0012393763352167866,0.0025152310445161843,0.0012696611604623507,0.0025360039494116524
0.487393,0.0012408277532707966,0.0025132732684053334,0.0012709087412971197,0.002533346113955404
0.489709,0.0012422125858081762,0.0025114966955243284,0.001272212439060216,0.0025330660645185342
0.491337,0.0012304933027249697,0.0025084193276791586,0.0012718843763023888,0.0027267229415183832
0.492676,0.0012306276100127272,0.0025060249984826563,0.0012619130748740437,0.002545766689945714
0.494463,0.0012319784471877318,0.0025037499260503098,0.0012620693539163656,0.0025239013231510466
0.496257,0.0012334115891693173,0.0025016842537815935,0.0012632930640155895,0.0025211407076909803
0.49791,0.0012347795958531393,0.002499805823949711,0.001264576048353415,0.0025207707766806984
0.500213,0.001236059430242449,0.002498087516548394,0.0012657943292683387,0.002520761202888895
0.50175,0.001224120198195038,0.0024944118520154354,0.001264765781829329,0.002709428119138173
0.503688,0.0012241586630858724,0.0024920340573118837,0.0012550997937721758,0.002532441204600295
0.505399,0.0012254282081858427,0.0024898350376590245,0.001255228338025749,0.0025110695548048348
0.507334,0.0012267768660768857,0.002487833686750677,0.0012563803218273886,0.0025083727898336772
0.50894,0.0012280564351291972,0.002486001525914382,0.0012575818526620224,0.002507999436195039
0.510554,0.001216255911794122,0.00248235705208046,0.0012568902767542318,0.002697596917352254
0.512814,0.0012162969348613467,0.0024798734998438096,0.0012470580435729678,0.0025196866181675815
0.514944,0.0012175530711590345,0.0024775575855722695,0.0012471528102636575,0.0024981159920416445
0.516476,0.0012188883468293424,0.0024754447360172387,0.0012482853898214132,0.0024953108000250026
0.517884,0.001220155914761394,0.0024735076051214766,0.001249470900206892,0.0024948455717595467
0.520144,0.0012213333541553012,0.002471719518779982,0.0012505887874230857,0.002494725872225557
0.521977,0.0012093853729432582,0.002467517503244076,0.0012492433231340008,0.002678780932330015
0.523613,0.0012093370169189597,0.0024650427145688357,0.0012397471965677376,0.0025053877551795677
0.526454,0.0012105119449779304,0.002462791706373522,0.001239816188478683,0.002484366617144179
0.527412,0.001211762495836515,0.002460732620286937,0.0012408765837218585,0.0024816236032099547
0.529557,0.0012129417075207457,0.002458832168824365,0.0012419803281264975,0.0024811473253706995
0.531134,0.0012011763061074438,0.0024546600835160166,0.0012409652338455381,0.0026653631054617886
0.532801,0.0012011354146018202,0.0024520832334712205,0.001231351928701774,0.002491760748977063
0.534931,0.0012022982119577494,0.0024497206532237397,0.0012313934756553592,0.0024706289537396926
0.537145,0.0012035359547244205,0.0024475549728992627,0.001232435948751069,0.0024677910930101647
0.539135,0.0012047034428951792,0.0024455538710260985,0.0012335243452573261,0.002467227031389097
0.540265,0.0012057789770344885,0.0024436911226136944,0.0012345422696754735,0.002466992196719009
0.542449,0.0011937352866009763,0.00243896707316749,0.0012328994615979525,0.0026478995080530645
0.544723,0.001193594066343051,0.0024363866291461154,0.0012234737802753225,0.0024767425577171204
0.54602,0.0011946757652535958,0.002434071411201133,0.0012234743932705845,0.00245590192745821
0.547731,0.0011958308964505387,0.002431943234181062,0.0012244442797360805,0.002453084371402964
0.54957,0.0011969128891225233,0.002429964370370244,0.001225452823784512,0.002452495005952512
0.551325,0.0011851248041736023,0.002425295134949666,0.0012241700858793864,0.0026327459802419277
0.553234,0.001184999519118155,0.002422613643288408,0.0012146746954557989,0.0024621653091497983
0.555026,0.0011860712903642608,0.002420187026094038,0.0012146541451721836,0.002441307819479765
0.557105,0.0011872150327669863,0.0024179524030403894,0.0012156080227385575,0.002438407246939327
0.558731,0.0011882865979050135,0.002415873106250661,0.0012166026005256427,0.0024377321481529744
0.560806,0.0011892648253717857,0.0024139232520061513,0.0012175245322657278,0.0024373736058429145
0.562562,0.0011772058534709237,0.002408723796060176,0.001215641048496562,0.002614503831010137
0.564557,0.0011769801071499066,0.0024060320236862307,0.0012063166646045264,0.0024462128029448735
0.566363,0.0011779699004627366,0.002403643346437108,0.0012062520988698393,0.0024256208521263554
0.567705,0.0011790304847416485,0.0024014374261979907,0.00120713220234284,0.0024227311674657023
0.569793,0.0011800163905516183,0.00239937248532965,0.0012080463562617388,0.0024220241460815887
0.571603,0.001168278162939059,0.0023942414795266546,0.0012065242250740911,0.0025975075546918838
0.57305,0.0011680738638472949,0.002391453607806511,0.0011971920353886748,0.0024307272039263703
0.575404,0.0011690536061869684,0.0023889589675982602,0.0011971123405371759,0.0024102328048188613
0.576986,0.0011701018313520952,0.0023866515056185705,0.0011979764525949469,0.002407276766380426
0.578528,0.0011710761176766853,0.002384490459184507,0.0011988758117811187,0.0024064884535306493
0.580184,0.0011595926147645293,0.002379371015400165,0.0011975971329335063,0.002580045113876065
0.582123,0.0011593891312935973,0.0023765001244610688,0.001188279659046414,0.0024150079154311795
