t_sec,mount_tx_pos,mount_ty_pos,mount_tz_pos,mount_rx_pos,mount_ry_pos,mount_rz_pos
20.894513,0.0,0.0,0.0,0.0,0.0,0.0
20.896266,0.0,0.0,0.0,0.0,0.0,0.0
20.89819,0.0,0.0,0.0,0.0,0.0,0.0
20.899992,0.0,0.0,0.0,0.0,0.0,0.0
20.901892,0.0,0.0,0.0,0.0,0.0,0.0
20.903651,0.0,0.0,0.0,0.0,0.0,0.0
20.905537,0.0,0.0,0.0,0.0,0.0,0.0
20.907316,0.0,0.0,0.0,0.0,0.0,0.0
20.909199,0.0,0.0,0.0,0.0,0.0,0.0
20.91097,0.0,0.0,0.0,0.0,0.0,0.0
20.91279,0.0,0.0,0.0,0.0,0.0,0.0
20.914644,0.0,0.0,0.0,0.0,0.0,0.0
20.916461,0.0,0.0,0.0,0.0,0.0,0.0
20.918343,0.0,0.0,0.0,0.0,0.0,0.0
20.92016,0.0,0.0,0.0,0.0,0.0,0.0
20.921935,0.0,0.0,0.0,0.0,0.0,0.0
20.923887,0.0,0.0,0.0,0.0,0.0,0.0
20.925661,0.0,0.0,0.0,0.0,0.0,0.0
20.927491,0.0,0.0,0.0,0.0,0.0,0.0
20.929331,0.0,0.0,0.0,0.0,0.0,0.0
20.931162,0.0,0.0,0.0,0.0,0.0,0.0
20.932937,0.0,0.0,0.0,0.0,0.0,0.0
20.934829,0.0,0.0,0.0,0.0,0.0,0.0
20.936726,0.0,0.0,0.0,0.0,0.0,0.0
20.938435,0.0,0.0,0.0,0.0,0.0,0.0
20.940334,0.0,0.0,0.0,0.0,0.0,0.0
20.941984,0.0,0.0,0.0,0.0,0.0,0.0
20.944024,0.0,0.0,0.0,0.0,0.0,0.0
20.945817,0.0,0.0,0.0,0.0,0.0,0.0
20.947682,0.0,0.0,0.0,0.0,0.0,0.0
20.949488,0.0,0.0,0.0,0.0,0.0,0.0
20.951339,0.0,0.0,0.0,0.0,0.0,0.0
20.953145,0.0,0.0,0.0,0.0,0.0,0.0
20.955,0.0,0.0,0.0,0.0,0.0,0.0
20.956824,0.0,0.0,0.0,0.0,0.0,0.0
20.958662,0.0,0.0,0.0,0.0,0.0,0.0
20.960495,0.0,0.0,0.0,0.0,0.0,0.0
20.962233,0.0,0.0,0.0,0.0,0.0,0.0
20.964157,0.0,0.0,0.0,0.0,0.0,0.0
20.965999,0.0,0.0,0.0,0.0,0.0,0.0
20.96778,0.0,0.0,0.0,0.0,0.0,0.0
20.969656,0.0,0.0,0.0,0.0,0.0,0.0
20.971503,0.0,0.0,0.0,0.0,0.0,0.0
20.97332,0.0,0.0,0.0,0.0,0.0,0.0
20.975157,0.0,0.0,0.0,0.0,0.0,0.0
20.977055,0.0,0.0,0.0,0.0,0.0,0.0
20.978824,0.0,0.0,0.0,0.0,0.0,0.0
20.980662,0.0,0.0,0.0,0.0,0.0,0.0
20.98249,0.0,0.0,0.0,0.0,0.0,0.0
20.98432,0.0,0.0,0.0,0.0,0.0,0.0
20.986143,0.0,0.0,0.0,0.0,0.0,0.0
20.988009,0.0,0.0,0.0,0.0,0.0,0.0
20.989859,0.0,0.0,0.0,0.0,0.0,0.0
20.991654,0.0,0.0,0.0,0.0,0.0,0.0
20.993514,0.0,0.0,0.0,0.0,0.0,0.0
20.995268,0.0,0.0,0.0,0.0,0.0,0.0
20.997175,0.0,0.0,0.0,0.0,0.0,0.0
20.99899,0.0,0.0,0.0,0.0,0.0,0.0
21.000836,0.0,0.0,0.0,0.0,0.0,0.0
21.002548,0.0,0.0,0.0,0.0,0.0,0.0
21.004505,0.0,0.0,0.0,0.0,0.0,0.0
21.006275,0.0,0.0,0.0,0.0,0.0,0.0
21.008168,0.0,0.0,0.0,0.0,0.0,0.0
21.009983,0.0,0.0,0.0,0.0,0.0,0.0
21.011795,0.0,0.0,0.0,0.0,0.0,0.0
21.01367,0.0,0.0,0.0,0.0,0.0,0.0
21.01549,0.0,0.0,0.0,0.0,0.0,0.0
21.017332,0.0,0.0,0.0,0.0,0.0,0.0
21.019155,0.0,0.0,0.0,0.0,0.0,0.0
21.021,0.0,0.0,0.0,0.0,0.0,0.0
21.02278,0.0,0.0,0.0,0.0,0.0,0.0
21.02466,0.0,0.0,0.0,0.0,0.0,0.0
21.026487,0.0,0.0,0.0,0.0,0.0,0.0
21.028334,0.0,0.0,0.0,0.0,0.0,0.0
21.03011,0.0,0.0,0.0,0.0,0.0,0.0
21.031909,0.0,0.0,0.0,0.0,0.0,0.0
21.033836,0.0,0.0,0.0,0.0,0.0,0.0
21.035679,0.0,0.0,0.0,0.0,0.0,0.0
21.037493,0.0,0.0,0.0,0.0,0.0,0.0
21.039335,0.0,0.0,0.0,0.0,0.0,0.0
21.041157,0.0,0.0,0.0,0.0,0.0,0.0
21.042981,0.0,0.0,0.0,0.0,0.0,0.0
21.044829,0.0,0.0,0.0,0.0,0.0,0.0
21.046661,0.0,0.0,0.0,0.0,0.0,0.0
21.048495,0.0,0.0,0.0,0.0,0.0,0.0
21.05033,0.0,0.0,0.0,0.0,0.0,0.0
21.052054,0.0,0.0,0.0,0.0,0.0,0.0
21.054005,0.0,0.0,0.0,0.0,0.0,0.0
21.055803,0.0,0.0,0.0,0.0,0.0,0.0
21.057647,0.0,0.0,0.0,0.0,0.0,0.0
21.059445,0.0,0.0,0.0,0.0,0.0,0.0
21.061325,0.0,0.0,0.0,0.0,0.0,0.0
21.063145,0.0,0.0,0.0,0.0,0.0,0.0
21.064988,0.0,0.0,0.0,0.0,0.0,0.0
21.066837,0.0,0.0,0.0,0.0,0.0,0.0
21.06866,0.0,0.0,0.0,0.0,0.0,0.0
21.070496,0.0,0.0,0.0,0.0,0.0,0.0
