t_sec,joint1_plan,joint2_plan,joint3_plan,joint4_plan,joint5_plan,joint6_plan
0.001861,0.0,0.41803233754205577,-0.44715032260623966,0.0,0.5109265985879329,0.0
0.003674,0.0,0.4186101295035748,-0.44724218754600586,0.0,0.5110709193794006,0.0
0.005524,0.0,0.4186101295035748,-0.44724218754600586,0.0,0.5110709193794006,0.0
0.007383,0.0,0.4186101295035748,-0.44724218754600586,0.0,0.5110709193794006,0.0
0.009167,0.0,0.4186101295035748,-0.44724218754600586,0.0,0.5110709193794006,0.0
0.011004,0.0,0.4186101295035748,-0.44724218754600586,0.0,0.5110709193794006,0.0
0.012741,0.0,0.4191914691520179,-0.447335550079525,0.0,0.5112160411855922,0.0
0.014673,0.0,0.4191914691520179,-0.447335550079525,0.0,0.5112160411855922,0.0
0.016551,0.0,0.4191914691520179,-0.447335550079525,0.0,0.5112160411855922,0.0
0.018347,0.0,0.4191914691520179,-0.447335550079525,0.0,0.5112160411855922,0.0
0.020261,0.0,0.4191914691520179,-0.447335550079525,0.0,0.5112160411855922,0.0
0.022003,0.0,0.4191914691520179,-0.447335550079525,0.0,0.5112160411855922,0.0
0.023841,0.0,0.41977945077814244,-0.44743093638512466,0.0,0.5113627349126534,0.0
0.025677,0.0,0.41977945077814244,-0.44743093638512466,0.0,0.5113627349126534,0.0
0.027594,0.0,0.41977945077814244,-0.44743093638512466,0.0,0.5113627349126534,0.0
0.029331,0.0,0.41977945077814244,-0.44743093638512466,0.0,0.5113627349126534,0.0
0.03124,0.0,0.41977945077814244,-0.44743093638512466,0.0,0.5113627349126534,0.0
0.033018,0.0,0.4203528529908735,-0.44752488902222926,0.0,0.5115057085278681,0.0
0.034852,0.0,0.4203528529908735,-0.44752488902222926,0.0,0.5115057085278681,0.0
0.036681,0.0,0.4203528529908735,-0.44752488902222926,0.0,0.5115057085278681,0.0
0.03854,0.0,0.4203528529908735,-0.44752488902222926,0.0,0.5115057085278681,0.0
0.040393,0.0,0.4203528529908735,-0.44752488902222926,0.0,0.5115057085278681,0.0
0.042013,0.0,0.4203528529908735,-0.44752488902222926,0.0,0.5115057085278681,0.0
0.044018,0.0,0.42093400905947614,-0.447621055283462,0.0,0.5116505328454981,0.0
0.045811,0.0,0.42093400905947614,-0.447621055283462,0.0,0.5116505328454981,0.0
0.0477,0.0,0.42093400905947614,-0.447621055283462,0.0,0.5116505328454981,0.0
0.049504,0.0,0.42093400905947614,-0.447621055283462,0.0,0.5116505328454981,0.0
0.051343,0.0,0.42093400905947614,-0.447621055283462,0.0,0.5116505328454981,0.0
0.053101,0.0,0.4215110628210919,-0.4477174867915625,0.0,0.5117942532210376,0.0
0.055024,0.0,0.4215110628210919,-0.4477174867915625,0.0,0.5117942532210376,0.0
