t_sec,joint1_err,joint2_err,joint3_err,joint4_err,joint5_err,joint6_err,joint7_err
0.0,-0.27294406856861186,-1.3674250205561171,1.6363120472800734,0.0005750656127929688,-0.0028772354125976562,-0.0024938583374023438,0.0
0.010104,-0.2677698632003781,-1.358016257536588,1.6405466049313688,0.0005750656127929688,-0.0032606124877929688,-0.0024938583374023438,0.0
0.019781,-0.2677698632003781,-1.358016257536588,1.6405466049313688,0.00019168853759765625,-0.0032606124877929688,-0.0024938583374023438,0.0
0.029506,-0.2677698632003781,-1.3583977272631504,1.6405466049313688,0.0005750656127929688,-0.0032606124877929688,-0.002109527587890625,0.0
0.03998,-0.26235078923049604,-1.3505365263273943,1.6448960805300552,0.0005750656127929688,-0.0032606124877929688,-0.0024938583374023438,0.0
0.048985,-0.26235078923049604,-1.3528253446867693,1.6448960805300552,0.0005750656127929688,-0.0028772354125976562,-0.0024938583374023438,0.0
0.058776,-0.25669219463072046,-1.3461395000227108,1.6489750884068384,0.0005750656127929688,-0.0032606124877929688,-0.0024938583374023438,0.0
0.068499,-0.25669219463072046,-1.3495727275617733,1.6497380278599634,0.0005750656127929688,-0.0032606124877929688,-0.002109527587890625,0.0
0.078317,-0.25118113347731474,-1.3436900028162966,1.6539243887176591,0.0005750656127929688,-0.0032606124877929688,-0.002109527587890625,0.0
0.087945,-0.25156260320387724,-1.347886169808484,1.6550687978973466,0.0005750656127929688,-0.0032606124877929688,-0.0024938583374023438,0.0
0.097821,-0.24544195126028048,-1.3424342889752021,1.658977663505782,0.0005750656127929688,-0.0036439895629882812,-0.0024938583374023438,0.0
0.107412,-0.24544195126028048,-1.3462489862408271,1.658977663505782,0.0005750656127929688,-0.0028772354125976562,-0.0024938583374023438,0.0
0.117244,-0.23909921859756747,-1.3408565782613087,1.6618429897625289,0.0005750656127929688,-0.0032606124877929688,-0.002109527587890625,0.0
0.126945,-0.23909921859756747,-1.3442898058003712,1.6614615200359664,0.0005750656127929688,-0.0028772354125976562,-0.0024938583374023438,0.0
0.136796,-0.23254066472711035,-1.3382011111153118,1.6640434186630686,0.0005750656127929688,-0.0032606124877929688,-0.0024938583374023438,0.0
0.146438,-0.23254066472711035,-1.3404899294746868,1.6640434186630686,0.0005750656127929688,-0.0032606124877929688,-0.0024938583374023438,0.0
0.156251,-0.22577276214975472,-1.3333334525549139,1.6663393416382983,0.0005750656127929688,-0.0032606124877929688,-0.002109527587890625,0.0
0.1659,-0.22577276214975472,-1.3348593314611639,1.6663393416382983,0.0005750656127929688,-0.0032606124877929688,-0.0024938583374023438,0.0
0.17573,-0.2188021899682449,-1.3270254869347706,1.6683470231628692,0.0005750656127929688,-0.0032606124877929688,-0.0024938583374023438,0.0
0.185385,-0.2188021899682449,-1.3274069566613331,1.6683470231628692,0.0005750656127929688,-0.0032606124877929688,-0.0024938583374023438,0.0
0.195249,-0.21201729702232072,-1.3185231352542095,1.6700644818975063,0.0005750656127929688,-0.0032606124877929688,-0.0024938583374023438,0.0
0.204846,-0.21278023647544572,-1.3185231352542095,1.6700644818975063,0.0005750656127929688,-0.0032606124877929688,-0.0024938583374023438,0.0
0.214762,-0.20656956482642033,-1.3097425134052125,1.6714900229177903,0.0005750656127929688,-0.0032606124877929688,-0.002109527587890625,0.0
