t_sec,joint1_pos,joint1_vel,joint2_pos,joint2_vel,joint3_pos,joint3_vel,joint4_pos,joint4_vel,joint5_pos,joint5_vel,joint6_pos,joint6_vel,joint7_pos,joint7_vel
0.0,0.9294652938842773,-0.2588520050048828,-0.09937477111816406,0.28815650939941406,-0.8043413162231445,0.1904754638671875,0.19583415985107422,-0.012210845947265625,0.16399478912353516,0.5982894897460938,0.1977519989013672,0.012210845947265625,-0.0,-0.0
0.009155,0.9275579452514648,-0.15140342712402344,-0.09594154357910156,0.3272285461425781,-0.802433967590332,0.1807079315185547,0.19583415985107422,-0.012210845947265625,0.16744709014892578,0.10988998413085938,0.19736862182617188,-0.03662872314453125,-0.0,-0.0
0.018315,0.9264135360717773,-0.122100830078125,-0.09327030181884766,0.2979240417480469,-0.8005266189575195,0.17094039916992188,0.19583415985107422,-0.03662872314453125,0.16667938232421875,-0.1831512451171875,0.19660091400146484,-0.15872955322265625,-0.0,-0.0
0.027608,0.9245061874389648,-0.1904754638671875,-0.08945560455322266,0.376068115234375,-0.798619270324707,0.21977996826171875,0.19583415985107422,0.012210845947265625,0.16437816619873047,-0.23199081420898438,0.19583415985107422,-0.10988998413085938,-0.0,-0.0
0.03662,0.9229803085327148,-0.17094039916992188,-0.08602237701416016,0.3663005828857422,-0.796330451965332,0.20024490356445312,0.1954498291015625,0.012210845947265625,0.16207599639892578,-0.23199081420898438,0.1950664520263672,-0.1831512451171875,-0.0,-0.0
0.04579,0.9218358993530273,-0.07325935363769531,-0.08220767974853516,0.3858356475830078,-0.794804573059082,0.14163589477539062,0.19468307495117188,-0.10988998413085938,0.16092491149902344,-0.13431167602539062,0.19391536712646484,-0.0610504150390625,-0.0,-0.0
0.054928,0.9206914901733398,-0.15140342712402344,-0.07801151275634766,0.4249076843261719,-0.7928972244262695,0.20024490356445312,0.19353199005126953,-0.1831512451171875,0.16054153442382812,-0.03662872314453125,0.1923809051513672,-0.20756912231445312,-0.0,-0.0
0.06412,0.9187841415405273,-0.2393169403076172,-0.07381534576416016,0.39560508728027344,-0.7906084060668945,0.22954750061035156,0.19123077392578125,-0.28083038330078125,0.1601572036743164,-0.012210845947265625,0.1900796890258789,-0.1831512451171875,-0.0,-0.0
0.073285,0.9161138534545898,-0.2588520050048828,-0.06961917877197266,0.4249076843261719,-0.7883195877075195,0.20024490356445312,0.18777847290039062,-0.40293121337890625,0.1601572036743164,-0.012210845947265625,0.1873941421508789,-0.25640869140625,-0.0,-0.0
0.082412,0.9142065048217773,-0.1904754638671875,-0.06542301177978516,0.41514015197753906,-0.786412239074707,0.21977996826171875,0.18317508697509766,-0.5494499206542969,0.1601572036743164,-0.03662872314453125,0.1843252182006836,-0.25640869140625,-0.0,-0.0
0.091595,0.9122991561889648,-0.21977996826171875,-0.061608314514160156,0.39560508728027344,-0.784123420715332,0.20024490356445312,0.1785717010498047,-0.47618865966796875,0.1601572036743164,-0.012210845947265625,0.181640625,-0.3296699523925781,-0.0,-0.0
0.100775,0.9096288681030273,-0.28815650939941406,-0.057412147521972656,0.3858356475830078,-0.7822160720825195,0.1807079315185547,0.17281723022460938,-0.5006103515625,0.1601572036743164,-0.012210845947265625,0.1793384552001953,-0.20756912231445312,-0.0,-0.0
0.110439,0.9073400497436523,-0.27838897705078125,-0.053978919982910156,0.34676361083984375,-0.7803077697753906,0.21977996826171875,0.16629600524902344,-0.7203903198242188,0.1597738265991211,-0.03662872314453125,0.17742061614990234,-0.15872955322265625,-0.0,-0.0
0.119865,0.9042873382568359,-0.3272285461425781,-0.050164222717285156,0.3858356475830078,-0.7776374816894531,0.24908447265625,0.15939044952392578,-0.6715507507324219,0.15939044952392578,-0.012210845947265625,0.1758861541748047,-0.10988998413085938,-0.0,-0.0
0.12903,0.9012355804443359,-0.2979240417480469,-0.046730995178222656,0.28815650939941406,-0.7753486633300781,0.21001243591308594,0.15401935577392578,-0.378509521484375,0.15862274169921875,-0.08546829223632812,0.17435169219970703,-0.10988998413085938,-0.0,-0.0
