t_sec,joint1_pos,joint1_vel,joint2_pos,joint2_vel,joint3_pos,joint3_vel,joint4_pos,joint4_vel,joint5_pos,joint5_vel,joint6_pos,joint6_vel,joint7_pos,joint7_vel
0.0,0.34336527067781325,0.0,0.2602727004711433,0.0,-0.6957446434376054,0.0,-0.023215480939103295,0.0,-0.21390082362520257,0.0,-0.04360189210418853,0.0,0.0,0.0
0.019978,0.33595714289807027,0.0,0.26087748198050864,0.0,-0.6966549286781922,0.0,-0.021704697064636336,0.0,-0.2076869522698847,0.0,-0.04230083671242885,0.0,0.0,0.0
0.039784,0.3284270071724029,0.0,0.2615097307778746,0.0,-0.6975231459057174,0.0,-0.02017491619570139,0.0,-0.20134956345221328,0.0,-0.04097437439744697,0.0,0.0,0.0
0.05983,0.3207790669852368,0.0,0.2621697554235038,0.0,-0.6983459219826936,0.0,-0.018627148747125687,0.0,-0.19489202339681838,0.0,-0.039623217170377395,0.0,0.0,0.0
0.079976,0.3130176056587241,0.0,0.2628577934741375,0.0,-0.6991199224435007,0.0,-0.017062404211365283,0.0,-0.18831789615222666,0.0,-0.03824811641613427,0.0,0.0,0.0
0.099904,0.30514698105731725,0.0,0.26357400730188285,0.0,-0.6998418566602791,0.0,-0.015481689409055236,0.0,-0.18163094302291827,0.0,-0.036849862714791515,0.0,0.0,0.0
0.119818,0.29717162012137993,0.0,0.26431848027491667,0.0,-0.7005084829454571,0.0,-0.013886006655292084,0.0,-0.17483512113244987,0.0,-0.0354292854864042,0.0,0.0,0.0
0.139976,0.28909601327413087,0.0,0.26509121334210195,0.0,-0.7011166136030328,0.0,-0.012276351845817556,0.0,-0.16793458109987974,0.0,-0.03398725245581864,0.0,0.0,0.0
0.159954,0.28092470874752223,0.0,0.26589212205959684,0.0,-0.7016631199417894,0.0,-0.010653712469734835,0.0,-0.16093366381677598,0.0,-0.03252466893512278,0.0,0.0,0.0
0.179806,0.272662306873151,0.0,0.2667210340928498,0.0,-0.7021449372642788,0.0,-0.009019065557921622,0.0,-0.15383689631730696,0.0,-0.03104247692253144,0.0,0.0,0.0
0.199812,0.2643134543839183,0.0,0.2675776872220779,0.0,-0.7025590698456351,0.0,-0.007373375578843942,0.0,-0.1466489867392599,0.0,-0.02954165401767055,0.0,0.0,0.0
0.219905,0.2558828387708884,0.0,0.26846172787352973,0.0,-0.7029025959160252,0.0,-0.005717592295961948,0.0,-0.13937481837928337,0.0,-0.028023212154413352,0.0,0.0,0.0
0.239789,0.2473751827376315,0.0,0.26937271019268183,0.0,-0.7031726726598477,0.0,-0.004052648603281728,0.0,-0.13201944285116857,0.0,-0.026488196153620823,0.0,0.0,0.0
0.25986,0.23879523879129463,0.0,0.2703100956690736,0.0,-0.7033665412435781,0.0,-0.0023794583577894366,0.0,-0.1245880723615474,0.0,-0.024937682099339636,0.0,0.0,0.0
0.279903,0.2301477840057646,0.0,0.27127325331598307,0.0,-0.7034815318825106,0.0,-0.0006989142294332363,0.0,-0.11708607112296304,0.0,-0.02337277554320654,0.0,0.0,0.0
0.299763,0.22143761498764508,0.0,0.2722614604016318,0.0,-0.7035150689545389,0.0,0.0009881144090539025,0.0,-0.10951894592984658,0.0,-0.021794609542992286,0.0,0.0,0.0
0.319803,0.2126695430704343,0.0,0.27327390372232696,0.0,-0.7034646761666001,0.0,0.0026807835289314086,0.0,-0.10189233592847723,0.0,-0.020204342542382216,0.0,0.0,0.0
0.33995,0.2038483897564002,0.0,0.27430968140195966,0.0,-0.703327981776535,0.0,0.004378276404401081,0.0,-0.0942120016175022,0.0,-0.01860315610023094,0.0,0.0,0.0
0.359856,0.19483625568638738,0.0,0.27538509613259765,0.0,-0.7030976496099631,0.0,0.006107105298916994,0.0,-0.08635940135047997,0.0,-0.016966323077102937,0.0,0.0,0.0
0.379791,0.18606171447020675,0.0,0.27644775691001056,0.0,-0.7027865087728025,0.0,0.007785450721848693,0.0,-0.07870986177428435,0.0,-0.015372044831008305,0.0,0.0,0.0
0.399838,0.17697064102832663,0.0,0.27756466694843374,0.0,-0.7023699629785497,0.0,0.009519378850434848,0.0,-0.07078216745432149,0.0,-0.013720008146608896,0.0,0.0,0.0
0.419876,0.16798273029808566,0.0,0.2786836480777585,0.0,-0.7018649036538861,0.0,0.011229042615123024,0.0,-0.06294421551903813,0.0,-0.012086852443382434,0.0,0.0,0.0
0.439952,0.15896805717530912,0.0,0.2798199299039941,0.0,-0.7012635502382192,0.0,0.012939501327448588,0.0,-0.055084693176420924,0.0,-0.010449351753383119,0.0,0.0,0.0
0.459855,0.1499293284896691,0.0,0.2809724058013504,0.0,-0.7005641358053576,0.0,0.014650533670893962,0.0,-0.04720799452848161,0.0,-0.008808390961013242,0.0,0.0,0.0
