t_sec,mount_tx_pos,mount_ty_pos,mount_tz_pos,mount_rx_pos,mount_ry_pos,mount_rz_pos
-0.008665,0.017219304805440063,-0.019489482767021,0.018256805109754776,-0.09250657072451045,-0.012526279231316816,0.02239678655664802
-0.006623,0.017265844075674722,-0.019542157733605108,0.018306148471535322,-0.09275659175277341,-0.012560134482778354,0.022457319203797545
-0.004619,0.017312394852693976,-0.01959484572401814,0.01835550403340909,-0.09300667459846715,-0.012593998104914463,0.02251786681757908
-0.002846,0.01735895689677316,-0.019647546466930354,0.01840487154120748,-0.09325681797372863,-0.012627869923336104,0.022578429086187814
-0.001164,0.017405529968187578,-0.019700259691011957,0.018454250740761877,-0.09350702059069459,-0.012661749763654207,0.022639005697818893
0.00055,0.01745211382721257,-0.0197529851249332,0.01850364137790368,-0.093757281161502,-0.012695637451479736,0.0226995963406675
0.002598,0.01749870823412345,-0.0198057224973643,0.018553043198464274,-0.09400759839828766,-0.012729532812423627,0.022760200702928796
0.004541,0.01754531294919553,-0.019858471536975484,0.018602455948275042,-0.0942579710131884,-0.012763435672096823,0.022820818472797936
0.006444,0.017591927732704144,-0.019911231972436997,0.018651879373167396,-0.09450839771834116,-0.01279734585611028,0.022881449338470108
0.008409,0.017638552344924598,-0.01996400353241905,0.018701313218972702,-0.09475887722588269,-0.012831263190074934,0.022942092988140452
0.010525,0.017685186546132232,-0.020016785945591902,0.018750757231522377,-0.09500940824794998,-0.012865187499601744,0.02300274911000416
0.012636,0.01773183009660235,-0.02006957894062576,0.018800211156647796,-0.09525998949667978,-0.012899118610301644,0.023063417392256383
0.014886,0.017778482756610276,-0.020122382246190854,0.018849674740180348,-0.09551061968420897,-0.012933056347785583,0.023124097523092288
0.017261,0.017825144286431338,-0.020175195590957425,0.018899147727951433,-0.09576129752267445,-0.012967000537664515,0.023184789190707048
0.019474,0.017871814446340846,-0.020228018703595696,0.018948629865792432,-0.09601202172421301,-0.013000951005549374,0.02324549208329581
0.021566,0.017918492996614136,-0.02028085131277591,0.018998120899534753,-0.09626279100096159,-0.013034907577051119,0.023306205889053775
0.02368,0.017965179697526514,-0.020333693147168284,0.019047620575009774,-0.096513604065057,-0.01306887007778069,0.02336693029617608
0.025589,0.018011874309353307,-0.020386543935443053,0.019097128638048882,-0.09676445962863608,-0.01310283833334903,0.0234276649928579
