t_sec,world_pos_err_m,world_orient_err_rad,base_pos_err_m,base_orient_err_rad,mount_x,mount_y,mount_z,joint4_pos,int_0,int_1,int_2,int_3,int_4,int_5
0.009958,0.0011442302558563107,0.0013444798222003995,0.0011442302558563062,0.001344479822200411,0.017265844075674722,-0.019542157733605108,0.018306148471535322,0.3336757217031763,-0.0004891447057664971,-0.0007521758790006832,0.0002819455414322986,-0.002839479588414285,-0.00472117832941068,0.001647267797743835
0.013401,0.0011446102146169886,0.0013385993255163684,0.0011446102146169823,0.0013385993255163704,0.017312394852693976,-0.01959484572401814,0.01835550403340909,0.33387257073378007,-0.0004895451863229022,-0.0007545114161294685,0.00028208559698768705,-0.0028405632906063003,-0.004723694904713504,0.001647082351051191
0.015443,0.0011458937757810384,0.0013286789072190753,0.0011458937757810245,0.0013286789072190777,0.01735895689677316,-0.019647546466930354,0.01840487154120748,0.33396493387470966,-0.0004898874651404942,-0.000756854250449916,0.000282198367459034,-0.0028415574482686676,-0.004726147625863585,0.0016468619198984115
0.01711,0.0011478575249701216,0.0013202154741131004,0.0011478575249701244,0.0013202154741131084,0.017405529968187578,-0.019700259691011957,0.018454250740761877,0.33405647483196255,-0.0004901751749993282,-0.0007592077106244022,0.00028227983769118587,-0.0028424617285153025,-0.004728619565436123,0.001646623095051643
0.018944,0.0011503446616135027,0.0013136201369552368,0.0011503446616135012,0.0013136201369552398,0.01745211382721257,-0.0197529851249332,0.01850364137790368,0.3341591015296392,-0.0004904113578223987,-0.0007615714605942757,0.00028233068758457463,-0.0028432798403257658,-0.004731119582866947,0.0016463685258955574
0.020458,0.001142848950561301,0.0013474372792113534,0.001142848950561317,0.0013474372792113385,0.01749870823412345,-0.0198057224973643,0.018553043198464274,0.3353212832859411,-0.0004908871638729397,-0.0007639291895566564,0.0002824593890911991,-0.0028444354845369706,-0.004734395259779616,0.0016463543208024923
0.022135,0.0011431425770030768,0.00134123477251179,0.0011431425770030675,0.0013412347725117921,0.01754531294919553,-0.019858471536975484,0.018602455948275042,0.33551435980802136,-0.0004912963989152632,-0.0007662601753388195,0.00028260413366354366,-0.0028455358958222768,-0.004736907633854076,0.0016461733997557404
0.023553,0.0011442852474805732,0.001330928404967408,0.0011442852474805784,0.0013309284049674045,0.017591927732704144,-0.019911231972436997,0.018651879373167396,0.3356035850645926,-0.0004916468981940679,-0.0007685985246767177,0.00028272138486978583,-0.0028465459830157285,-0.004739356590122446,0.0016459572383217297
0.02483,0.0011461182433008372,0.0013221014604896642,0.0011461182433008365,0.0013221014604896724,0.017638552344924598,-0.01996400353241905,0.018701313218972702,0.33569215113764084,-0.0004919423810690863,-0.0007709475310735564,0.0002828071388758587,-0.002847465500901533,-0.0047418249505788886,0.0016457223088447751
0.026069,0.001148490278868585,0.001315173546722678,0.0011484902788685882,0.0013151735467226858,0.017685186546132232,-0.020016785945591902,0.018750757231522377,0.33579190516566904,-0.0004921859201846541,-0.0007733068479389134,0.0002828620839181566,-0.0028482981965674884,-0.004744321533757505,0.0016454712620979028
0.027293,0.0011414149277087235,0.0013490360747517862,0.0011414149277087127,0.001349036074751782,0.01773183009660235,-0.02006957894062576,0.018800211156647796,0.33694000237327326,-0.0004926664658934274,-0.0007756602760748288,0.000282993397221841,-0.0028494639657751465,-0.004747586822793785,0.0016454581712057768
0.028682,0.0011416440312167699,0.0013425886863421927,0.001141644031216767,0.0013425886863421953,0.017778482756610276,-0.020122382246190854,0.018849674740180348,0.33712955888991114,-0.0004930796814481314,-0.0007779874276773386,0.00028314030427496626,-0.0028505733390764287,-0.004750096083621945,0.001645280207962395
0.030001,0.0011426934850511283,0.001332059395954021,0.0011426934850511182,0.0013320593959540226,0.017825144286431338,-0.020175195590957425,0.018899147727951433,0.3372165773422671,-0.000493433896157306,-0.0007803219615571719,0.00028325957893297047,-0.0028515919396060433,-0.004752542855836985,0.0016450669235295655
0.031232,0.0011444379565413547,0.0013230268259204314,0.001144437956541334,0.0013230268259204322,0.017871814446340846,-0.020228018703595696,0.018948629865792432,0.33730313868057715,-0.0004937328973859962,-0.0007826671152220908,0.0002833472581587506,-0.002852519621871621,-0.004755009192209846,0.0016448345730575053
0.032782,0.0011467292550688467,0.001315909307390289,0.0011467292550688605,0.001315909307390279,0.017918492996614136,-0.02028085131277591,0.018998120899534753,0.3374009544235996,-0.0004939797741698869,-0.0007850225332105579,0.00028340403854486306,-0.002853360158288801,-0.00475750381153613,0.0016445857943703478
0.03438,0.001139799922983688,0.0013514007144298807,0.0011397999229836727,0.0013514007144298987,0.017965179697526514,-0.020333693147168284,0.019047620575009774,0.33857227166681303,-0.0004944713430794835,-0.0007873715850853848,0.00028353951585864613,-0.0028545442531061754,-0.004760786137224977,0.0016445815362120314
0.035823,0.0011399213287457096,0.001344797733329922,0.001139921328745705,0.0013447977333299083,0.018011874309353307,-0.020386543935443053,0.019097128638048882,0.3387614716162101,-0.0004948942809561986,-0.0007896935354522035,0.0002836917821703354,-0.002855671871028305,-0.0047632920716933445,0.0016444090235902768
0.03719,0.0011408072170054704,0.001333852772851218,0.0011408072170054778,0.0013338527728512114,0.018058576592369837,-0.02043940340627045,0.019146644834483483,0.33884541149650904,-0.0004952576181087287,-0.0007920228056725693,0.00028381635073826205,-0.0028567080024881563,-0.004765733250077897,0.0016442004027371131
0.038411,0.0011424012410090674,0.0013244094038238246,0.001142401241009076,0.0013244094038238241,0.018105286306851417,-0.020492271288320697,0.019196168910144952,0.3389286660180893,-0.0004955652493692064,-0.0007943627173032018,0.00028390911592704834,-0.002857652458673015,-0.0047681938840149,0.0016439722573949884
0.04034,0.0011445605283485086,0.001316914880811122,0.0011445605283485075,0.001316914880811106,0.018152003213073382,-0.020545147310264036,0.019245700610864693,0.33902324118136595,-0.0004958202989268526,-0.0007967129182316474,0.00028397076540147753,-0.002858509037810952,-0.004770682939317275,0.0016437272813073479
0.041678,0.0011381276859401689,0.001350937187177653,0.0011381276859401622,0.0013509371871776566,0.018198727071311045,-0.02059803120077069,0.019295239682474097,0.34015001611912327,-0.0004963090344659077,-0.0007990573390278664,0.00028410652558547863,-0.002859692524613071,-0.004773931213345033,0.0016437170154931428
0.042676,0.0011382241696821153,0.0013440640653435898,0.0011382241696821181,0.0013440640653436065,0.018245457641839716,-0.020650922688510886,0.01934478587080454,0.3403334362136112,-0.0004967289801539024,-0.0008013761462588366,0.0002842573120251764,-0.002860817665993157,-0.0047764332258144965,0.0016435446416861042
0.043841,0.0011390921555455573,0.0013331240541338372,0.001139092155545554,0.0013331240541338476,0.018292194684934735,-0.020703821502154867,0.01939433892168743,0.34041622251323994,-0.0004970894685589882,-0.0008037023189034608,0.0002843802465109347,-0.0028618512608348345,-0.0047788740198472296,0.0016433366842581799
0.044984,0.0011406640697937422,0.0013237098220646383,0.001140664069793731,0.0013237098220646602,0.01833893796087141,-0.020756727370372853,0.019443898580954144,0.34049885974874816,-0.0004973944210197098,-0.0008060390098077494,0.0002844714142559463,-0.002862793329064748,-0.004781334613663932,0.001643109062184191
0.045845,0.0011427970343383584,0.001316239953386354,0.0011427970343383333,0.001316239953386361,0.01838568722992507,-0.02080964002183508,0.01949346459443609,0.34059286374411185,-0.0004976469555206616,-0.0008083858504160808,0.0002845315239229133,-0.002863647686146614,-0.004783823587602758,0.0016428643987717248
0.046925,0.00113623346404464,0.001349732582817567,0.0011362334640446434,0.001349732582817574,0.01843244225237103,-0.02086255918521178,0.01954303670796465,0.3417130883196466,-0.0004981325499083353,-0.0008107268095494228,0.0002846650490739783,-0.002864827386814906,-0.00478706837918994,0.0016428534674089975
0.048486,0.0011363060061671663,0.001342853618701667,0.0011363060061671494,0.001342853618701671,0.018479202788484608,-0.02091548458917317,0.019592614667371205,0.34189542431800796,-0.0004985490225853152,-0.0008130422982130835,0.00028481360067260413,-0.0028659484532990356,-0.004789569994012475,0.0016426816126507006
0.04947,0.0011371638460006817,0.001331971409932572,0.0011371638460006747,0.0013319714099325657,0.018525968598541134,-0.0209684159623895,0.019642198218487162,0.34197775428149557,-0.0004989061866144384,-0.0008153650349419716,0.00028493437962216143,-0.0028669781579710027,-0.004792010662460698,0.0016424741151814346
0.050507,0.0011387218297253805,0.0013226127485391076,0.0011387218297253677,0.0013226127485391106,0.018572739442815914,-0.021021353033530973,0.0196917871071439,0.34205998383291975,-0.0004992080096537365,-0.0008176981455826593,0.00028502347769673967,-0.0028679165667988217,-0.004794471063696953,0.0016422467539022293
0.052977,0.0011408359322205087,0.0013151890184396376,0.0011408359322205247,0.001315189018439649,0.018619515081584295,-0.021074295531267856,0.019741381079172827,0.34215356019230947,-0.0004994576045875326,-0.0008200412623092922,0.00028508160153095446,-0.0028687674904968774,-0.004796959735934605,0.001642002144080742
0.055196,0.001143394366846255,0.0013095555103009968,0.0011433943668462414,0.0013095555103009933,0.018666295275121574,-0.021127243184270356,0.01979097988040532,0.34225934111493955,-0.0004996578359173384,-0.0008223936469218894,0.00028510996498535017,-0.002869535010286324,-0.004799476605008594,0.0016417412905855553
0.05669,0.0011339317471415107,0.0013386197411193984,0.0011339317471414998,0.0013386197411193995,0.01871307978370307,-0.0211801957212087,0.019840583256672765,0.34339843192401587,-0.0005000970138406731,-0.0008247391103958551,0.0002852136918630515,-0.0028706357927552146,-0.004802754549831943,0.001641717318624912
0.057726,0.0011342077316983269,0.0013329403286834066,0.0011342077316983258,0.0013329403286833923,0.018759868367604127,-0.021233152870753134,0.01989019095380657,0.3435919323790505,-0.0005004689594140219,-0.0008270581211913577,0.0002853342216975178,-0.002871681702462907,-0.004805280877969861,0.001641532588739248
0.059777,0.001135517591324386,0.0013236790342147726,0.0011355175913243857,0.0013236790342147642,0.018806660787100037,-0.021286114361573873,0.019939802717638108,0.343684055763833,-0.0005007839721491168,-0.0008293836038353127,0.00028542821603575277,-0.002872639862986019,-0.004807744231988552,0.0016413125877191613
0.061518,0.0011374760727551655,0.0013158367611143993,0.0011374760727551694,0.0013158367611143965,0.01885345680246615,-0.02133907992234117,0.019989418293998792,0.3437754852347294,-0.0005010459589237813,-0.0008317187473423629,0.0002854916612530273,-0.0028735101736933957,-0.0048102260950000225,0.0016410731031116243
