t_sec,joint1_pos,joint1_master_err,joint2_pos,joint2_master_err,joint3_pos,joint3_master_err,joint4_pos,joint4_master_err,joint5_pos,joint5_master_err,joint6_pos,joint6_master_err
0.017261,0.046728112677703874,0.046728112677703874,0.5151393954949687,0.0936424747345308,-0.7152133231474692,-0.2674982109186679,0.3372165773422671,0.3372165773422671,0.5205162787811402,0.008725546799177586,-0.32740584233240067,-0.32740584233240067
0.019474,0.04682964682035276,0.04682964682035276,0.5154301456573599,0.09393322489692202,-0.7154921398807177,-0.26777702765191636,0.33730313868057715,0.33730313868057715,0.5204750761403549,0.008684344158392365,-0.3273740704667366,-0.3273740704667366
0.021566,0.04693235941783783,0.04693235941783783,0.5157152969665214,0.09421837620608353,-0.7157726163739027,-0.2680575041451013,0.3374009544235996,0.3374009544235996,0.5204355486643619,0.008644816682399359,-0.3273544089232472,-0.3273544089232472
0.02368,0.04711483426650978,0.04711483426650978,0.5161444280658721,0.09464750730543425,-0.7164094779358003,-0.268694365706999,0.33857227166681303,0.33857227166681303,0.5206829206590288,0.008892188677066204,-0.32844849984938185,-0.32844849984938185
0.025589,0.047223346651285296,0.047223346651285296,0.5164624796965004,0.09496555893606251,-0.7167260000918309,-0.2690108878630295,0.3387614716162101,0.3387614716162101,0.520671644343691,0.008880912361728388,-0.3285219507966908,-0.3285219507966908
0.027478,0.047324309540656515,0.047324309540656515,0.5167618286667008,0.09526490790626296,-0.7170061477374398,-0.2692910355086384,0.33884541149650904,0.33884541149650904,0.5206313488173876,0.00884061683542503,-0.32848649020776355,-0.32848649020776355
0.029405,0.047425594672485784,0.047425594672485784,0.5170538599801883,0.09555693921975039,-0.7172839251302758,-0.2695688129014745,0.3389286660180893,0.3389286660180893,0.5205895336217928,0.008798801639830267,-0.3284507910276325,-0.3284507910276325
0.031232,0.04752806474100151,0.04752806474100151,0.5173402302374823,0.09527291434910179,-0.7175633602658534,-0.2697520231125205,0.33902324118136595,0.33902324118136595,0.5205494090950029,0.008616692456419606,-0.32842728061700466,-0.32842728061700466
0.033275,0.04770706672800153,0.04770706672800153,0.5177664058105296,0.09569908992214904,-0.71818653728858,-0.270375200135247,0.34015001611912327,0.34015001611912327,0.5207856746368987,0.008852957998315425,-0.3294744123148032,-0.3294744123148032
0.035082,0.04781519343572607,0.04781519343572607,0.5180841264798294,0.09601681059144884,-0.7185008903345621,-0.27068955318122917,0.3403334362136112,0.3403334362136112,0.5207729117377076,0.00884019509912426,-0.3295414560325294,-0.3295414560325294
0.036991,0.0479161317584547,0.0479161317584547,0.5183834712038743,0.09631615531549376,-0.7187802511107534,-0.27096891395742045,0.34041622251323994,0.34041622251323994,0.5207322933980849,0.008799576759501604,-0.32950442596462604,-0.32950442596462604
0.038834,0.04801742720143477,0.04801742720143477,0.5186755492044758,0.09660823331609525,-0.7190574083470491,-0.2712460711937162,0.34049885974874816,0.34049885974874816,0.520690300521291,0.008757583882707642,-0.32946771643291806,-0.32946771643291806
0.040641,0.04811990366734846,0.04811990366734846,0.5189619829073622,0.09689466701898164,-0.7193362435746401,-0.27152490642130717,0.34059286374411185,0.34059286374411185,0.5206500209285275,0.008717304289944217,-0.32944324233522043,-0.32944324233522043
0.042493,0.04829828613332225,0.04829828613332225,0.5193890675784691,0.09732175169008861,-0.7199579621612877,-0.2721466250079548,0.3417130883196466,0.3417130883196466,0.5208850787872867,0.00895236214870343,-0.33048291880063396,-0.33048291880063396
0.044315,0.048406358883421825,0.048406358883421825,0.5197068532927923,0.09763953740441178,-0.7202716276766981,-0.2724602905233651,0.34189542431800796,0.34189542431800796,0.5208720487546151,0.008939332116031817,-0.3305484421550886,-0.3305484421550886
0.046145,0.04850730196693418,0.04850730196693418,0.5200061769343133,0.09793886104593275,-0.7205503927839779,-0.272739055630645,0.34197775428149557,0.34197775428149557,0.5208312810434752,0.008898564404891895,-0.3305105728092091,-0.3305105728092091
0.047975,0.04860860047329291,0.04860860047329291,0.5202982375694176,0.09765430044696771,-0.7208269641530625,-0.27291740826928035,0.34205998383291975,0.34205998383291975,0.5207891570006444,0.008712985319259237,-0.3304730764628021,-0.3304730764628021
0.049824,0.048711071404361865,0.048711071404361865,0.5205846672265455,0.0979407301040956,-0.721105212907507,-0.27319565702372484,0.34215356019230947,0.34215356019230947,0.5207487522744926,0.008672580593107382,-0.3304477937891125,-0.3304477937891125
0.052164,0.04881473745079621,0.04881473745079621,0.5208659321792678,0.09822199505681789,-0.7213855505413864,-0.2734759946576043,0.34225934111493955,0.34225934111493955,0.5207103510898206,0.00863417940843536,-0.33043556589321876,-0.33043556589321876
0.053949,0.048994543795853614,0.048994543795853614,0.5212911048256647,0.09864716770321474,-0.7220124015755175,-0.2741028456917354,0.34339843192401587,0.34339843192401587,0.5209497155402072,0.008873543858821997,-0.3314943887838767,-0.3314943887838767
0.055494,0.049103640107746274,0.049103640107746274,0.5216048789309492,0.09896094180849929,-0.7223278156664525,-0.2744182597826704,0.3435919323790505,0.3435919323790505,0.5209386227487777,0.008862451067392474,-0.3315713688813934,-0.3315713688813934
0.057161,0.049205492537629916,0.049205492537629916,0.5219001656206429,0.09925622849819299,-0.7226078723290592,-0.2746983164452771,0.343684055763833,0.343684055763833,0.5208994412069086,0.00882326952552337,-0.33154353648841517,-0.33154353648841517
0.058985,0.04930762434524889,0.04930762434524889,0.5221883990326943,0.09896856649603153,-0.7228856288589254,-0.2748770262899539,0.3437754852347294,0.3437754852347294,0.5208587987837797,0.008639431658843288,-0.33151543110801956,-0.33151543110801956
0.060823,0.04948541524955299,0.04948541524955299,0.5226208880994324,0.09940105556276962,-0.7235090714546363,-0.2755004688856648,0.34489457875094137,0.34489457875094137,0.5210950351154069,0.00887566799047046,-0.3325524038946202,-0.3325524038946202
0.06265,0.04959299914238941,0.04959299914238941,0.5229407323734054,0.09972089983674265,-0.7238213937266262,-0.2758127911576548,0.34507285529221354,0.34507285529221354,0.521081364356851,0.008861997231914609,-0.3326127086573704,-0.3326127086573704
0.064488,0.049693474289409,0.049693474289409,0.5232416548482212,0.10002182231155837,-0.7240984515645967,-0.2760898489956253,0.345150863140435,0.345150863140435,0.5210397704109878,0.008820403286051381,-0.3325694263106827,-0.3325694263106827
0.066322,0.04979431487606391,0.04979431487606391,0.5235352035451972,0.10031537100853444,-0.7243732749989089,-0.27636467242993745,0.3452288224807405,0.3452288224807405,0.520996828838915,0.00877746171397853,-0.33252659449591315,-0.33252659449591315
0.068158,0.0498963357032961,0.0498963357032961,0.5238230548632218,0.100603222326559,-0.7246497733564623,-0.27664117078749084,0.345318213969166,0.345318213969166,0.5209556370223783,0.008736269897441917,-0.33249608132300873,-0.33249608132300873
0.069978,0.04999955837285352,0.04999955837285352,0.5241056827445397,0.10029264126774234,-0.7249283621537618,-0.27681673574177657,0.3454198952554027,0.3454198952554027,0.5209164803483858,0.00854969463917643,-0.3324787262649875,-0.3324787262649875
0.071866,0.05010391421410613,0.05010391421410613,0.5243834009520599,0.10057035947526255,-0.725209037639557,-0.2770974112275718,0.345533472463884,0.345533472463884,0.5208793110390417,0.008512525329832377,-0.33247407319775596,-0.33247407319775596
0.073656,0.0502855302471437,0.0502855302471437,0.5248121773983047,0.10099913592150728,-0.7258459936374325,-0.2777343672254473,0.3467019523722413,0.3467019523722413,0.5211268645019052,0.008760078792695802,-0.3335621027089416,-0.3335621027089416
