t_sec,world_pos_err_m,world_orient_err_rad,base_pos_err_m,base_orient_err_rad,solve_time_us
9.358133,0.014981731156838684,0.03859828308646376,0.01498173115683876,0.038598283086463764,1185.0
9.360337,0.06269479474605447,0.26640614097971704,0.06269479474605445,0.2664061409797171,1164.0
9.362096,0.07050857401988568,0.29207229490538605,0.0705085740198857,0.29207229490538605,1185.0
9.36428,0.009009815330781467,0.0604732751878984,0.009009815330781495,0.06047327518789841,1123.0
9.366558,0.015399490274443584,0.04574022071380771,0.015399490274443551,0.04574022071380771,1273.0
9.368585,0.016312837040866116,0.045359503141460734,0.01631283704086613,0.04535950314146076,1154.0
9.370326,0.01650273531570709,0.04719698396813818,0.01650273531570712,0.04719698396813815,1200.0
9.372195,0.11377899183952558,1.6455547467317113,0.11377899183952549,1.6455547467317115,1272.0
9.373764,0.015129693464995007,0.15558599190430508,0.015129693464995023,0.15558599190430508,1106.0
9.375981,0.013129974344107854,0.031084749471670406,0.013129974344107934,0.031084749471670458,1253.0
9.378399,0.012262952120807464,0.05833549999575144,0.012262952120807566,0.05833549999575145,1443.0
9.379843,0.012256438831355706,0.0592411389969727,0.012256438831355675,0.05924113899697268,1226.0
9.381708,0.06649165202075512,0.2750293021424231,0.06649165202075515,0.27502930214242316,1152.0
9.383618,0.007131113229709562,0.06922047423489835,0.007131113229709564,0.06922047423489831,1081.0
9.386007,0.01130576446811792,0.051420654737817685,0.011305764468117908,0.05142065473781766,1351.0
9.387898,0.012312715792635355,0.05043796476754895,0.012312715792635395,0.050437964767548964,1056.0
9.389771,0.012769325289353763,0.051679265614311444,0.012769325289353829,0.05167926561431146,1218.0
9.391375,0.11463027966495862,1.6290747726174375,0.11463027966495866,1.629074772617438,1069.0
9.39316,0.012801039390714166,0.15263214646107298,0.012801039390714156,0.15263214646107298,1074.0
9.395314,0.01087354269990124,0.04006711748298879,0.010873542699901175,0.0400671174829888,1115.0
9.397213,0.010776254347204741,0.06548286042529637,0.010776254347204766,0.06548286042529637,1073.0
9.399471,0.01080122952668184,0.0655580907704244,0.010801229526681824,0.06555809077042443,1226.0
9.401133,0.06884387013920502,0.281406650730194,0.06884387013920502,0.28140665073019394,1139.0
9.403197,0.007371767913757878,0.07602163894632806,0.007371767913757886,0.07602163894632809,1438.0
9.406327,0.009817907414417187,0.05795972069179535,0.00981790741441724,0.057959720691795356,1320.0
9.408906,0.010749867731207353,0.05562467360287518,0.010749867731207412,0.0556246736028752,1794.0
9.411211,0.011251179502073822,0.05630241884213768,0.011251179502073834,0.0563024188421377,1432.0
9.412504,0.1157931715717464,1.6194326966866812,0.11579317157174641,1.6194326966866812,1316.0
9.414467,0.06784016476146178,0.3253460789865884,0.06784016476146168,0.32534607898658846,1354.0
9.416324,0.008224206554918453,0.05656515266463539,0.008224206554918588,0.05656515266463537,1289.0
9.418347,0.01181698547062114,0.053453406328324814,0.011816985470621096,0.05345340632832486,1291.0
9.420288,0.012621051328131466,0.052099741227889684,0.012621051328131407,0.052099741227889705,1278.0
9.422184,0.11533060017848665,1.6318440412246062,0.11533060017848658,1.631844041224606,1316.0
9.423915,0.06699245622322596,0.33906417913102704,0.06699245622322596,0.33906417913102704,1350.0
9.426291,0.00970449505069065,0.06424188914203197,0.009704495050690648,0.064241889142032,1247.0
