t_sec,joint1_pos,joint2_pos,joint3_pos,joint4_pos,joint5_pos,joint6_pos,joint1_master_err,joint2_master_err,joint3_master_err,joint4_master_err,joint5_master_err,joint6_master_err
0.0,0.005479226226715272,0.43051691685359267,-0.47999407852226683,0.01349240510100901,0.5081446538159738,-0.023068346750304704,,,,,,
0.002464,0.005476864603358757,0.43076063150726807,-0.47989875274448823,0.013600317919531887,0.5083080255832924,-0.02313316510938586,,,,,,
0.004872,0.005475120618919054,0.431009882278041,-0.4798057688966197,0.013707377388388158,0.5084696204515183,-0.02319766204014005,,,,,,
0.007914,0.00547354154787585,0.43125061892947963,-0.4797206502290758,0.013812904451595609,0.508624040186273,-0.023260056912356917,,,,,,
0.010696,0.00547211521697193,0.4314818494194549,-0.4796438337917914,0.01391685397479334,0.5087709703355554,-0.023320229080505663,,,,,,
0.013274,0.00547088207589433,0.43170387638648156,-0.4795749722144233,0.014019274722171769,0.5089106674675412,-0.023378281794358982,,,,,,
0.015773,0.005470372650008119,0.4319326047362043,-0.4795072862426914,0.014121028555037763,0.5090495892888689,-0.023436313443846887,,,,,,
0.018508,0.005470131259259711,0.4321540328739087,-0.4794463012833441,0.014221432569325475,0.5091823340481861,-0.02349254468782808,,,,,,
0.021084,0.005470138153304313,0.4323671204944299,-0.4793925098827676,0.014320436193570475,0.5093085487809624,-0.023546839382185856,,,,,,
0.023629,0.005470430602251592,0.4325721037487338,-0.4793456179811798,0.014418079659308074,0.5094284415293107,-0.023599287743916987,,,,,,
0.026533,0.005471532764281992,0.43278479758950794,-0.4792989274711292,0.014515217739500597,0.5095484164832371,-0.0236519663597998,,,,,,
0.029199,0.005472985578237407,0.4329911735517275,-0.4792579912857269,0.014611159699088518,0.5096630394321723,-0.023703089198914153,,,,,,
0.031613,0.005474763050013456,0.43319013458708894,-0.4792233402403878,0.014705850055499197,0.509771920601984,-0.023752507400171558,,,,,,
0.034306,0.005476893764601346,0.4333818763430214,-0.4791947315358501,0.01479932590345446,0.5098752390633285,-0.02380029556350093,,,,,,
0.036784,0.005479894545516473,0.4335821785501388,-0.4791655253517088,0.014892438905741748,0.5099793694850351,-0.023848514648068968,,,,,,
0.039602,0.005483302549023594,0.43377695594188975,-0.4791413015885666,0.014984491374232104,0.5100788399937713,-0.02389536984268202,,,,,,
0.042222,0.005487085410980975,0.4339650759982497,-0.4791226352375196,0.015075424031220442,0.5101732318696585,-0.023940700042606046,,,,,,
0.044561,0.005491269097581848,0.4341466930660901,-0.47910932127396394,0.015165268618217742,0.510262692517138,-0.023984571327836428,,,,,,
0.046924,0.005496370562941453,0.4343375769080457,-0.4790947523231261,0.01525487065612405,0.5103535761620608,-0.024029038855456316,,,,,,
0.049536,0.005501918445150522,0.4345235791238403,-0.4790845430176001,0.015343529735849433,0.510440376870863,-0.024072294406504845,,,,,,
0.052024,0.005507880908972508,0.43470352134386975,-0.4790792969564384,0.01543117858058655,0.5105226409402229,-0.02411417105881853,,,,,,
0.05442,0.005514280871028121,0.4348775240929125,-0.47907883795557665,0.015517844764255483,0.5106004913873419,-0.024154726850252963,,,,,,
0.05681,0.005521613966532648,0.4350609813485634,-0.47907675536673877,0.015604356400667724,0.5106801272099947,-0.024195956705698008,,,,,,
0.059464,0.005529420443606052,0.43524003982361403,-0.4790785346583194,0.015690022656272565,0.5107561425208896,-0.024236092780991033,,,,,,
0.06204,0.0055376669411910506,0.4354135320719718,-0.47908478640341473,0.015774775876809685,0.5108280801100137,-0.02427496708460645,,,,,,
0.064373,0.005546373076843471,0.43558155819497496,-0.47909535826710214,0.015858641299768845,0.5108960448993549,-0.024312631375247414,,,,,,
0.066914,0.005556043739161828,0.435759872320875,-0.47910372554441183,0.015942462529272113,0.5109663680498,-0.024351121152847228,,,,,,
0.069648,0.00556620708656692,0.4359342382724786,-0.4791155261099566,0.0160255265421056,0.5110334823459235,-0.024388619222145004,,,,,,
0.072241,0.0055768238133649985,0.4361034248169391,-0.47913140641992624,0.016107761679407865,0.5110968963121926,-0.0244249452363725,,,,,,
